gene	type_fine	counts	method	rpkm	TPM_hand	salmon_tpm
b1835	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	10.3755084591021	0.275465160624453	0.272449
b1836	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	63.2642231891859	21.1064027521151	20.875626
b1843	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	22.7596900497681	0.805414106002701	0.796595
b1846	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	22.6560799281455	0.79952083205634	0.790766
b1858	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	19.7753068511892	0.647833085263042	0.640739
b1872	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	6.14670921064136	0.150368596854633	0.148722
b1916	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	20.6791643665483	0.693030742374417	0.685442
b2022	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	13.9928366191639	0.400737825358312	0.39635
b2077	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	10.5514888145921	0.281135112472641	0.278057
b2102	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	18.2522697709632	0.576104641727767	0.569796
b2107	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	44.1726528776564	3.68252382878471	3.642182
b2176	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	9.59534490530068	0.25080607585547	0.24806
b2280	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	26.9501022971983	1.0747657086659	1.062997
b2291	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	24.9254702381433	0.936581546123141	0.926326
b2294	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	30.223394074186	1.33797363731877	1.323323
b2311	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	26.2396426584321	1.02438606607219	1.013169
b2382	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	17.4216530602659	0.539150561090624	0.533247
b2405	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	16.8895437473392	0.516226049044251	0.510573
b2500	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	23.4018129665327	0.842682625046528	0.833455
b2563	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	39.2904122964417	2.50231710796259	2.474916
b2597	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	43.7840371631902	3.5626559992077	3.523659
b2611	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	18.8752928857748	0.604803581444833	0.598181
b2634	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	21.2986543119085	0.725229073325441	0.717288
b2664	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	22.5534088710693	0.793713174680628	0.785022
b2683	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	44.5682288735757	3.81056136173321	3.768832
b2782	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	44.5682288735757	3.81056136173321	3.768832
b2807	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	37.7983713231591	2.24522973385684	2.220644
b2833	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	68.4878746451737	28.2443168312166	27.934142
b2845	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	12.1483780900308	0.334493409329693	0.330831
b2861	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	40.9050867743777	2.8258925960612	2.794944
b2949	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	35.8902804630958	1.9628954559467	1.941402
b3036	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	57.4244487409533	13.5176717997154	13.369654
b4471	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	10.9460092907975	0.293994207303228	0.290775
b3173	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	9.18791179855253	0.238229317691206	0.235621
b3182	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	10.4189509229922	0.276861098938429	0.273829
b3494	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	44.5682288735757	3.81056136173321	3.768832
b3506	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	26.3787220364803	1.03408057142934	1.022757
b3578	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	11.6917436747438	0.31887504002247	0.315383
b3603	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	9.02136354842771	0.233146188579729	0.230593
b3746	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	9.98018494160953	0.262873729866158	0.259995
b3861	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	10.4408088619915	0.277564387081371	0.274525
b3917	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	15.0964172625358	0.442977758301486	0.438127
b3927	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	17.6690611510626	0.550005941515267	0.543983
b3943	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	16.4976316824838	0.499700520035213	0.494229
b4124	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	20.76544738894	0.697454342857658	0.689817
b4140	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	31.3662955307728	1.44406846318546	1.428256
b4223	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	55.5031846566835	11.3125424006315	11.188625
b4225	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	42.658161921851	3.24548321478668	3.209957
b4230	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	14.5662016318516	0.422427243741107	0.417802
b4309	CDS	11	PCB109_PCR15_Ecoli_TEX_replicate5	15.2350578292325	0.448431656830505	0.443521
b0020	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	14.9978469840762	0.454273200032011	0.449299
b0069	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	8.20123958947974	0.211951080527027	0.20963
b0233	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	34.1031445240929	2.00002160551006	1.978121
b0354	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	25.1819137673265	1.02759730765862	1.016345
b0358	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	17.5589282284463	0.568708433627862	0.562481
b0383	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.59226255872011	0.255577374975128	0.252779
b0390	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	20.0488205621698	0.696269203787382	0.688645
b0393	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	14.899068628528	0.450155920273413	0.445227
b0397	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	4.31438382726922	0.102866144018295	0.10174
b0506	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	16.6540509455079	0.526507454454063	0.520742
b0557	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	46.3244079200988	6.46063433250227	6.389923
b0562	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	20.7539014076284	0.735810417829628	0.727753
b0570	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.41265708778707	0.249793142683151	0.247058
b0604	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	18.194439035642	0.599604062818912	0.593038
b4637	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	157.826180471965	92.9807236258969	91.972127
b0772	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	10.5791516138651	0.288204273908123	0.285048
b0789	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	10.9371889771063	0.300406470988911	0.297117
b0792	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	12.2721984815452	0.347728377154025	0.343921
b0800	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	14.1092011648534	0.417956829201963	0.41338
b0838	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	21.6821909274584	0.790459467429707	0.781804
b0862	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	18.9567758667444	0.6381225250985	0.631135
b0873	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	8.21613288171245	0.212404290250178	0.210078
b0888	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	14.0653383633046	0.41620561343715	0.411648
b0969	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	41.255475746471	3.72243453608723	3.681677
b0980	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	10.4568963949068	0.284083145110581	0.280972
b1034	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	18.4166235014776	0.610662334469261	0.603976
b1043	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	40.8826853029788	3.5887571861196	3.549472
b1044	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	43.643252477778	4.77255680115628	4.720297
b1081	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	14.4240717540797	0.430640490203756	0.425925
b1096	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	16.7775667745228	0.532148605751785	0.526322
b1102	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	6.20057173165325	0.153609906814948	0.151928
b1180	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	20.5964362983141	0.726837120051218	0.718878
b1216	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	12.33913774599	0.350180046088131	0.346346
b1218	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	19.5295705332215	0.668168652961882	0.660852
b1225	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	8.82513102769113	0.231189464096974	0.228658
b1263	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	8.50975016964825	0.221399122749628	0.218975
b1285	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	6.83780933027152	0.171660840565092	0.169781
b1330	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	13.1649384292812	0.381078285448848	0.376905
b1363	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.31575258791281	0.2466914066399	0.24399
b1584	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	24.2375920010517	0.958209708106107	0.947717
b1585	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	19.1169739726605	0.646427807420823	0.639349
b1680	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	11.1254520660565	0.306903418353244	0.303543
b1766	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	7.31306655204147	0.185440708911636	0.18341
b1782	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	18.194439035642	0.599604062818912	0.593038
b4676	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	138.500525720296	85.8551481477958	84.922861
b1800	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	12.5097249037686	0.356463180886363	0.35256
b1820	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	29.6354836694082	1.42585272354545	1.41024
b1888	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	6.91092236282534	0.173762810041399	0.17186
b1928	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	32.8645315268498	1.81709280012805	1.797196
b1947	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	37.1864425221615	2.56899326914655	2.540859
b1955	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	16.6540509455079	0.526507454454063	0.520742
b1997	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	37.1864425221615	2.56899326914655	2.540859
b2020	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	10.4087818409425	0.282467506370616	0.279374
b2043	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.73676579669223	0.260264820280349	0.257415
b2048	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.90733687634231	0.265836948457627	0.262926
b2070	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	6.97484661900769	0.175605904078373	0.173683
b2086	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	15.0979438493759	0.45846649110923	0.453446
b2099	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	13.5189756181165	0.39470625062384	0.390384
b2100	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	14.0653383633046	0.41620561343715	0.411648
b2127	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	18.5677859378782	0.61826394029253	0.611494
b4542	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	126.850948790551	80.6285766290583	79.747576
b2141	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	34.1031445240929	2.00002160551006	1.978121
b2219	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	7.43321550963251	0.188968433240963	0.186899
b2331	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	24.6334873331923	0.986765626559601	0.975961
b2390	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	41.6351273637698	3.86605458110842	3.823733
b2429	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.53163730378438	0.253619761039148	0.250843
b2473	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	19.4456325509871	0.663704274434297	0.656437
b2522	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	17.4910457739549	0.56547100421442	0.559279
b2616	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	8.17161440131786	0.211050438541784	0.208739
b2617	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	39.8036701483547	3.23877818109791	3.203327
b2711	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	11.9797453844563	0.337107714050904	0.333416
b2716	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.53163730378438	0.253619761039148	0.250843
b2793	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	24.9046816891541	1.00676763250338	0.995743
b2844	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	11.4928463341143	0.319745943370171	0.316245
b2921	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	15.1484950006573	0.460592301732611	0.455549
b2970	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	15.6732696542598	0.482987389337114	0.477699
b3005	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	31.9365918131505	1.69320010921022	1.67466
b3012	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	16.4123960345695	0.51557650384256	0.509931
b3044	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	37.1864425221615	2.56899326914655	2.540859
b3085	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	26.9841978540536	1.17324102055512	1.160394
b3128	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	8.6397527183889	0.225418471422844	0.22295
b3139	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	16.9029284191643	0.537911948052346	0.532022
b3142	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	23.241526576351	0.889561848420894	0.879821
b3177	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	16.0059569818266	0.497501200702837	0.492054
b3289	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	10.5299080842428	0.286541556943269	0.283404
b3466	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	50.457440596985	10.2841294551196	10.171478
b3534	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	18.0492706390811	0.592451728073558	0.585964
b3646	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	21.998462756222	0.809791356578803	0.800924
b3819	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	15.250619686055	0.464903618129484	0.459813
b3830	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	16.6540509455079	0.526507454454063	0.520742
b3857	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	23.241526576351	0.889561848420894	0.879821
b3974	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	14.2874226532515	0.425111582340941	0.420457
b4022	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	15.5654260557213	0.478335825394863	0.473098
b4080	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	9.25856174665004	0.244867065917009	0.242186
b4092	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	17.9064004229406	0.585468014186639	0.579057
b4331	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	24.500092997453	0.977059735150818	0.966361
b4715	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	52.8134300412022	13.0297415600979	12.886821
b4361	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	18.4166235014776	0.610662334469261	0.603976
b4364	CDS	10	PCB109_PCR15_Ecoli_TEX_replicate5	17.6273396371285	0.571983146297504	0.56572
b0193	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	14.8249349132646	0.466439821389391	0.461332
b0266	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	34.9021324815145	2.65539535755274	2.626328
b0272	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	16.1157603806465	0.526921212767975	0.521151
b0308	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	17.5766134798994	0.601351787665694	0.594767
b0328	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	18.2052851990016	0.635551889333885	0.628593
b0341	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	10.5855687768891	0.296356792595469	0.293112
b0360	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	33.4677982699454	2.31209394223189	2.286773
b0434	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	21.1345092881143	0.815206374768691	0.80628
b0456	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	34.6055137918699	2.57882441971212	2.550596
b0601	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	19.4209004269158	0.705797098154999	0.698069
b0674	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	7.34119373108778	0.189542683603463	0.187467
b0824	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	13.5881494644383	0.412619841998307	0.408102
b0934	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	15.4434214519976	0.494839293909409	0.489421
b1024	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	5.04157918635166	0.123368398021573	0.122018
b1045	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	22.9188487214448	0.944376398939787	0.934035
b1106	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	14.8249349132646	0.466439821389391	0.461332
b1171	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	37.1299281718239	3.35019108247851	3.313509
b1179	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	37.4716146273928	3.47944912299758	3.44136
b1226	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	17.2052765753945	0.581785026678741	0.575414
b1268	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	6.44630415225861	0.162942221931288	0.161158
b1278	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	15.9891968174477	0.520782324852232	0.51508
b1336	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.00507625722809	0.21002576139303	0.207726
b1343	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.89712044321199	0.238614677312188	0.236002
b1385	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.14926375485661	0.21456231783912	0.212213
b1386	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	5.37428348813465	0.132511312894713	0.13106
b1403	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	33.4677982699454	2.31209394223189	2.286773
b1431	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	18.2870454618714	0.640102380188304	0.633093
b1439	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.68829755940972	0.231808899999049	0.229271
b1579	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	10.213834756296	0.283213196725343	0.280112
b1698	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	13.0231837617591	0.389264001885195	0.385002
b1701	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	7.18573315795886	0.184840039489248	0.182816
b1706	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.50678716471453	0.225950208339427	0.223476
b1746	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.26505167018272	0.218228557606916	0.215839
b1762	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	11.7459099697404	0.339068138178128	0.335355
b1792	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	35.2038800245823	2.73665255804763	2.706679
b1844	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	18.4527890763294	0.649401688375059	0.642291
b1849	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	10.3699035386503	0.288700642948223	0.285539
b1868	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	14.9336752671517	0.471358343231809	0.466197
b1905	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	24.5789665362778	1.08146329556008	1.069621
b1917	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	16.244343575173	0.533206555266202	0.527368
b2002	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	27.3895658487221	1.36143602689797	1.346528
b2044	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	10.0129068594509	0.276213076517919	0.273189
b2157	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	13.8657734035529	0.424371672941297	0.419725
b2281	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	22.5382774327123	0.915368250166892	0.905345
b2351	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	13.2779851831849	0.399706255288971	0.395329
b2440	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	13.7719801223563	0.420380716769435	0.415778
b2443	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	19.057326627972	0.684191064538009	0.676699
b2447	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	20.5999095590726	0.77965958517122	0.771122
b2471	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	34.3138942936238	2.50654570797375	2.4791
b2489	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	16.1157603806465	0.526921212767975	0.521151
b2492	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	14.4053612836439	0.447751080632553	0.442848
b2700	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	24.5789665362778	1.08146329556008	1.069621
b2710	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.48905237562895	0.225380585965462	0.222913
b2790	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	27.2065620679957	1.3410144864945	1.32633
b2883	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	9.26136949850649	0.250656913363458	0.247912
b2905	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	11.1661301357679	0.317399878460236	0.313924
b2971	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	29.7945033378782	1.66585650496211	1.647615
b2989	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	14.1059426888338	0.434688650403403	0.429929
b3051	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	7.35445296118607	0.189945394687606	0.187865
b3062	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	20.1913163116199	0.753378924996909	0.745129
b3083	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	38.9036508551913	4.10573292050241	4.060789
b3327	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	10.213834756296	0.283213196725343	0.280112
b3336	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	25.6633327069959	1.1815105607881	1.168573
b4551	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	61.0787318426503	29.7606410673435	29.433954
b3391	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	9.86732339945886	0.27118594266825	0.268216
b3395	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	15.6813175462517	0.506043202450754	0.500502
b3487	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	11.4486845065886	0.327876402565892	0.324286
b3531	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	11.0449786333907	0.312955539438623	0.309529
b3588	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	7.94261792492202	0.208070517687277	0.205792
b3630	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	15.3271598099499	0.489421345435948	0.484062
b3657	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.83917971673666	0.236719238569196	0.234127
b3669	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	20.7046548619154	0.78651876040733	0.777906
b3698	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	30.6928300716836	1.80001944495906	1.780309
b3712	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	16.3094077016423	0.536405794597799	0.530532
b3882	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	13.6336455005916	0.41453307155935	0.409994
b3890	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	56.0355338005966	23.1089864982681	22.855207
b3893	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	13.5429560626719	0.410724191881929	0.406227
b3899	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.41884656687117	0.223130530198752	0.220687
b4046	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	23.7198958612234	1.00828156879286	0.997241
b4062	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	37.8196481997835	3.61859328771553	3.578979
b4069	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	6.23888987156796	0.156935574779929	0.155217
b4145	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	14.0572455334063	0.432585318224032	0.427848
b4186	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	10.5036512197163	0.293438618488949	0.290225
b4188	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	44.4208958855639	8.21473543749884	8.124854
b4198	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	17.8072104497523	0.613736607091303	0.607016
b4205	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	30.4632079015712	1.7644927453875	1.745171
b4219	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	19.1469378817086	0.689467602310796	0.681918
b4272	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	33.4677982699454	2.31209394223189	2.286773
b4286	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	37.1299281718239	3.35019108247851	3.313509
b4342	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	8.05256846969681	0.211516480519637	0.2092
b4363	CDS	9	PCB109_PCR15_Ecoli_TEX_replicate5	25.8261022590488	1.19733436294152	1.184224
b0030	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	11.8801326219597	0.358500113348571	0.354575
b0200	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	18.8842455938629	0.731296243487115	0.723289
b0230	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	14.3820413463194	0.471151334736758	0.465992
b0253	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	12.5822030318322	0.388277810059934	0.384026
b0268	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	11.9586357009594	0.361764150799392	0.357803
b0283	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	11.3582021092795	0.337203076912022	0.333511
b0285	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	11.3582021092795	0.337203076912022	0.333511
b0293	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	18.4981962801894	0.705333063244969	0.69761
b0304	CDS	8	PCB109_PCR15_Ecoli_TEX_replicate5	8.19504997469522	0.221563731762825	0.219138
